CODIGO;DESCRICAO
006217;IBUFRAN 600MG FR 30 COMP
011612;ULCINAX 200MG CX 20 COMP
010968;TAMOXIN 10MG CX 30 COMP
010969;TAMOXIN 20MG CX 30 COMP
002707;CISPLATEX 10MG INJ CX 1FA
002708;CISPLATEX 50MG INJ CX 1FA
009093;PEPRAZOL 40MG CX 7 CAP
003302;CYMEVENE 500MG CX 25 FA X 10ML
010223;SAL DE FRUTA ENO FR 100G SB LARANJA
004816;FAMVIR 125MG CX 10 COMP
004817;FAMVIR 250MG CX 21 COMP
009701;PROZAC 20MG SOL CX 14 COMP
009702;PROZAC 20MG SOL CX 28 COMP
007716;ESMIL FR 240ML SB MORANGO
007717;ESMIL FR 240ML SB MENTA
011640;UNI VIR 50MG BG 10G
011641;UNI VIR 200MG CX 30 COMP
005741;UNI GLIBEN 5MG CX 20 COMP
008348;UNI NORFLOXACIN 400MG CX 14 COMP
014839;PREDNISON 5MG CX 20 COMP
014840;PREDNISON 20MG CX 20 COMP
009369;PRAZOL 15MG CX 14 CAP
009370;PRAZOL 15MG CX 28 CAP
005479;GASTROL TC CX 30 PAST
005480;GASTROL TC SUS CX 240ML
012120;WESTCORT 0.2% CREME BG 15G
006147;HUMALOG 100UI SOL INJ 1FR 10ML
003007;CLOZAL 1MG CX 20 COMP
003008;CLOZAL 2MG CX 20 COMP
015184;PHOSFOENEMA FR 130ML
012094;VOLTAREN 10MG GEL TOP BG 60G
003366;DDAVP 4MCG INJ 10AMP X1ML
003364;DDAVP 0,1MG FR 30 COMP
003365;DDAVP 0,2MG FR 30 COMP
011363;TOPPYC SOL FR 60ML
010330;SECNI PLUS 450MG PO PREP EXT FR 15ML
010331;SECNI PLUS 900MG PO PREP EXT FR 30ML
006686;KOLANTYL CX 30 COMP
007011;LITOCIT 5MEQ CX 60 COMP
007012;LITOCIT 10MEQ CX 60 COMP
001457;BENALET CX 12 PAST SB MEL-LIMAO
008759;OSTEORAL 10MG CX 30 COMP
006760;LANZOL 30MG FR 7 CAP
011393;TRAMAL 100MG CX 10 COMP RET
001963;CALCIUM SANDOZ FF 1000MG TB 12 COMP EFER
001964;CALCIUM SANDOZ FF 1G PO ORAL CX 20 SACH
017580;DIOVAN 80MG CX 14 COMP
017581;DIOVAN 80MG CX 28 COMP
009041;MIX-PEN 400MUI INJ SUS CX 50FA+DIL
002536;CIBRAMOX 500MG CX 15 CAP
002534;CIBRAMOX 125MG FR 80ML
002535;CIBRAMOX 250MG FR 120ML
003958;DIZOLIN 500MG CX 50BL X 10 COMP
003956;DIZOLIN 500MG CX 50AMP X 2ML
003959;DIZOLIN 500MG SOL ORAL FR GTS 20ML
006344;INFLAREN K 50MG X 20 COMP
009038;PENRETARD 600.000UI INJ CX 50 FA
009039;PENRETARD 1.200.000UI INJ CX 50 FA
010110;RINOX SOL ADU FR 15ML
010109;RINOX SOL INF FR 30ML
011631;UM SEGUNDO SOL TOP FLAC X 4ML
011828;VERACORON 80MG CX 30 DRG
010226;ALBULIN 2MG CX 50 COMP
002270;CEFABRAN 500MG CX 8 COMP
002271;CEFABRAN 500MG CX 40 COMP
002274;CEFABRAN 250MG CX 100ML
002602;CIANIDIN 200MG CX 100 COMP
002664;CIPRO 400MG INJ FR 200ML
008240;NISALGEN SUS FR 15ML
008241;NISALGEN SUS FR 60ML
008239;NISALGEN 100MG CX 12 COMP
003394;DEFLANIL 7,5MG CX 20 COMP
008752;OSTENAN 10MG CX 15 COMP
008753;OSTENAN 10MG CX 30 COMP
007474;MESIGYNA SOL INJ SER X 1ML
003011;CLUSIVOL FR 240ML COMPOSTO
012369;ZYPREXA 5MG CX 14 COMP
012370;ZYPREXA 5MG CX 28 COMP
012371;ZYPREXA 10MG CX 14 COMP
012372;ZYPREXA 10MG CX 28 COMP
012373;ZYPREXA 10MG CX 56 COMP
007720;MILTEX SOL TOP FR 10ML
002042;PHARMATON FR 30 CAP
002043;PHARMATON FR 100 CAP
010940;TALERC 10MG CX 10 COMP
010941;TALERC 10MG CX 30 COMP
010943;TALERC 20MG CX 10 COMP
007093;LOSEC INFUSAO 40MG CX 5 AMP
009720;PULMICORT 100MCG TURBO FR 200 DOS
009721;PULMICORT 200MCG TURBO FR 100 DOS
009722;PULMICORT 0,25MG SUS CX 20 FR X 2ML
009724;PULMICORT 0,5MG SUS CX 20 FR X 2ML
003249;CORUS 50MG CX 28 COMP
003251;CORUS H 50+12,5MG CX 28 COMP
009078;PENTASA CX 50 COMP X 500MG
009079;PENTASA CX 15 SUP 1000MG
015282;AZIMIX 250MG CX 4 COMP
015283;AZIMIX 250MG CX 6 COMP
001278;AZIMIX 600MG PO ORAL
001279;AZIMIX 900MG PO ORAL
002648;CINOFLAX 250MG CX 6 COMP
002649;CINOFLAX 250MG CX 14 COMP
002650;CINOFLAX 500MG CX 6 COMP
002651;CINOFLAX 500MG CX 14 COMP
005879;GYNAX N CREME BG 60G+10APLIC
005710;GINOTRAX CREME BG 40G+7 APLIC
007951;NASTERID 5MG CX 15 COMP
007952;NASTERID 5MG CX 30 COMP
008372;NORTEC 20MG CX 14 COMP
008373;NORTEC 20MG CX 28 COMP
012299;ZIRVIT CX 30 COMP
006291;INCONTINOL 5MG CX 20 COMP
005266;FOSFOCAPS CX 5 STRIPS X 4 CAP
007714;MIGRANE STP CX 20 COMP
010580;SOMALGIN CARDIO 100MG CX 32 COMP
001079;AROPAX 20MG CX 30 COMP
005694;GINO-CANESTEN 1% CR VAG BG 35G+6APL
005693;GINO-CANESTEN 500MG CR VAG 1COMP+APL
001646;BINOTAL 500MG CX 12 COMP
001648;BINOTAL 1000MG CX 12 6COMP
000985;ANTAK 300MG CX 10 COMP
000988;ANTAK 300MG CX 20 COMP
006888;LIBERAN 5MG CX 30 COMP
006889;LIBERAN 10MG CX 30 COMP
005150;FLUIZAN ADU 100ML
005151;FLUIZAN PED 100ML
001676;BIOPRAZOL 10MG CX 14 CAP
001677;BIOPRAZOL 20MG CX 7 CAP
010664;STILNOX CX 10 COMP
006659;KLARICID 500MG CX 10 COMP
009973;RENU SOL MULTI-USO 120 ML
009972;RENU SOL MULTI-USO 240ML
009974;RENU SOL MULTI-USO 355ML
001748;BOSTON SOL LIMP FR 30ML
001747;BOSTON SOL ENXAG-DESIF FR 120ML
005001;FIZZICLEAN CX 8 COMP
005002;FIZZICLEAN CX 12 COMP
009969;RENU GTS UMIDIFIC 15ML
001700;BLAUFERON A 3MUI INJ CX 1FA+DIL
001701;BLAUFERON A 4,5MUI INJ CX 1FA+DIL
001702;BLAUFERON A 9MUI INJ CX 1FA+DIL
001704;BLAUFERON B 3MUI INJ CX 1FA+DIL
001705;BLAUFERON B 5MUI INJ CX 1FA+DIL
001706;BLAUFERON B 10MUI INJ CX 1FA+DIL
007835;MOVATEC 15MG INJ CX 5 AMP X 1,5ML
009411;PREMELLE CX 28 DRG CART CALEND
009412;PREMELLE CICLO CX 14+14 DRG
003361;DAYVIT CX 30 COMP
008913;TYLIDOL 200MG SOL GTS FR 15ML
014979;HELMIZOL GEL BG 50G
001341;BACLOFEN 10MG CX 20 COMP
006072;PEPTGEL 6,195% FR 150ML
001546;BENZO�AN 0,25MG FR 100ML
011885;VICK LIQ XPE FR 120ML
009744;PUREGON 50UI INJ CX 1AMP
011881;VICK VAPORUB PTE12G
009745;PUREGON 100UI INJ CX 1AMP
009746;PUREGON 150UI INJ CX 1AMP
011880;VICK PYRENA UNIDADE
010521;SINVASCOR 10MG CX 30 COMP
010336;SECNIDAL 1000MG CX 2 COMP
001316;AZMACORT 60MG FR 20G
010842;SUPRADYN TB 10 COMP EFV SB LIMAO S/A�UC
000662;AMOXIL 500MG CX 21 CAP
000663;AMOXIL 125MG SUS FR 150ML
012251;ZENTEL 400MG CX 5 COMP
010948;TALSUTIN CREME VAG BG 45G+10APL
001695;BISUISAN PO 12 ENV X 5,5G
015123;FENICLOR COL FR 10ML
015137;HYPERCALCIO SUP FR 240ML
006939;LINCOTAX 300MG INJ CX 50 AMP X 1ML
006940;LINCOTAX 600MG INJ CX 50 AMP X 2ML
007141;LUPAREN 75MG CX 50 AMP X 3ML
007142;LUPAREN 50MG CX 20 DRG
015037;BACINEO POM BG 15G
008466;NOVOXIL 250MG SUS FR 150ML
008463;NOVOXIL 500MG CX 12 CAP
011935;VIRILON CX 30 DRG
002457;KETOMICOL CREME BG 30G
002458;KETOMICOL SHAMP FR 100ML
010831;SUPLEDIN CX 20 DRG
010833;SUPLEDIN SOL FR 240ML
002455;KETOMICOL CX 10 COMP
010581;SOMALGIN CARDIO 325MG CX 32 COMP
004237;E-RADICAPS FR 20 COMP
003454;DEPOSTERON CX 3 AMP X 2ML
010579;SOMALGIN 500MG CX 20 COMP
002195;CAVERJECT 10MCG CX 1FA X 1ML
002196;CAVERJECT 20MCG CX 1FA X 1ML
004792;FACYL M CREME VAG BG 80G+14APL
010206;RULID D 50MG CX 10 COMP DIS+COLHER
008611;OMEPRASEC 4MG INJ CX 1FA+DIL X 10ML
001069;ARIMIDEX CX 28 COMP
012310;ZOCOR 20MG CX 30 COMP
010616;SPIDUFEN 400MG GRAN 20 ENV X 3G
013164;BIOFENAC CLR 75MG CX 14 COMP
008425;NOVATREX 500MG CX 2 COMP
008426;NOVATREX 500MG CX 3 COMP
008427;NOVATREX SUS ORAL FR 600MG+DIL
008428;NOVATREX SUS ORAL FR 900MG+DIL
003289;CRONOVERA 180MG CX 20 COMP
003290;CRONOVERA 240MG CX 20 COMP
007151;LUPRON DEPOT 22,5MG INJ 1FA+DIL+SER+2AG
004876;FEMIANE CALEND 21 DRG
007765;MITOXAL 20MG INJ CX 1FA X 10ML
007766;MITOXAL 30MG INJ CX 1FA X 15ML
005097;FLOXID 300MG CX 5 COMP
010211;SADOL LIQ INF FR 400ML SB MORANGO
014225;SALBURIN XPE FR 120ML
011342;TOLREST 50MG CX 20 COMP
012128;XALATAN SOL OFT FR 2,5 ML
007070;LORALERG 10MG CX 10 COMP
007071;LORALERG 1MG XPE PED FR 60ML
007072;LORALERG D CX 10 COMP
007073;LORALERG D XPE FR 60ML
001304;AZITROMIN 500MG CX 2 COMP
001305;AZITROMIN 500MG CX 3 COMP
004227;DUROGESIC 25MCG CX 5 ENV
004228;DUROGESIC 50MCG CX 5 ENV
004229;DUROGESIC 75MCG CX 5 ENV
004230;DUROGESIC 100MCG CX 5 ENV
014159;BENZIBEL SAB UNID 60G
004100;DORIFLAN 50MG CX 20 DRG
004552;ERITAX 500MG CX 12 COMP
005596;GENTAX 80MG INJ CX 50 AMP X 2ML
011593;ULCERACID 200MG CX 40 COMP
008703;ORELOX 100MG CX 10 COMP
008705;ORELOX 8MG GRAN PREP EXT FR 100ML
009908;REDUSCAR 5MG CX 15 COMP
009909;REDUSCAR 5MG CX 30 COMP
007083;LOREMIX 10MG CX 12 COMP
007084;LOREMIX XPE FR 100ML
007773;MIVALEN 10MG CX 30 COMP
007772;MIVALEN 10MG CX 10 COMP
007771;MIVALEN 5MG CX 30 COMP
007770;MIVALEN 5MG CX 10 COMP
012247;ZELIX 150MG CX 2 CAP
012246;ZELIX 150MG CX 1CAP
005044;FLIXONASE SPRAY SOL NAS AQ FR 60DS
000670;AMOXINA 500MG CX 8 CAP
000672;AMOXINA 250MG SUS FR 60ML
008514;ODRIK 2MG CX 20 CAP
000121;ACIFOLICO 5MG CX 20 COMP
007727;MINILAX CX 7 BG X 6,5G
001990;CALTRATE 600+D FR 60 COMP
000053;ACETOFEN 200MG SOL OR GTS FR 15ML
000050;ACETOFEN 750MG CX 20 COMP
000051;ACETOFEN 750MG CX 50BL X 4 COMP EM
012322;ZOFRAN 4MG INJ CX 5 AMP X 2ML
012325;ZOFRAN 8MG INJ CX 5 AMP X 4ML
006950;LINDISC 50 CX 4 ADES TRANSD
010889;SYNTHROID 25MCG SULC CX 30 COMP
010891;SYNTHROID 50MCG SULC CX 30 COMP
010893;SYNTHROID 75MCG SULC CX 30 COMP
010896;SYNTHROID 100MCG SULC CX 30 COMP
010901;SYNTHROID 150MCG SULC CX 30 COMP
009505;PRINZIDE 10+12,5MG CX 30 COMP
008943;PAREXEL 30MG INJ CX 1FA+DIL
008532;OKACIN 3MG SOL OFT GTS FR 5ML
005236;FORADIL 12MCG PO INAL CX 30 CAP+INAL
005238;FORADIL 12MCG AER TB 5ML=50 JATOS
005713;GINSANA 100MG CX 60 CAP
001058;ARCALION CX 60 DRG
007230;MARACUGINA CX 45 DRG
015164;NEOCAINA ISOBARICA 0,5% CX 40 EST X 4ML
008032;NEOCAINA PESADA 0,5% CX 40 EST X 4ML
015196;PROPOVAN 10MG CX 5 AMP X 20ML
003853;DIMORF 1MG INJ CX 50 AMP X 2ML
007479;METADON 10MG CX 10 AMP X 1ML
007481;METADON 10MG FR 20 CAP
007480;METADON 5MG FR 20 CAP
004877;FEMINA CX 21 COMP
003215;CORDIPINA 5MG CX 20 COMP
007109;LOVACOR 10MG CX 30 COMP
010167;ROTRAM 300MG CX 7 COMP
004673;ETHYOL 500MG INJ FA X 10ML
006826;LESCOL 20MG CX 28 CAP
006828;LESCOL 40MG CX 28 CAP
006890;LIBERAN 25MG CX 30 COMP
006891;LIBERAN 5MG INJ CX 6 AMP X 1ML
000499;ALPHAGAN SOL FR 5ML
008888;PANTOZOL 40MG CX 28 COMP
007834;MOVATEC 15MG CX 10 COMP
008343;NORESTIN 0,35MG CX 35 COMP
009795;QUINOFLOX 250MG CX 6 COMP
011788;VASOPRIL 5MG CX 30 COMP
011789;VASOPRIL 10MG CX 30 COMP
011790;VASOPRIL 20MG CX 30 COMP
011639;UNI VIR 250MG CX 5 FA+DIL
005221;FOLICORIN 15MG CX 10 COMP
014912;UNI AMOX 250MG FR 150ML
002341;CEFTRAT 1G IM-IV CX 1FA
002434;CETAZ 1G IM-IV CX 1 FA+DIL X 10ML
002820;CLINDABIOTIC 300MG CX 50 AMP X 2ML
002821;CLINDABIOTIC 600MG CX 50 AMP X 4ML
003787;DIGESTINA 5MG CX 6 AMP X 2ML
006085;UNIHIOSCIN 20MG CX 50 AMP X 1ML
008819;OXITON 5UI CX 50 AMP X 1ML
011517;TRIOXINA 1G INJ IM 1FA+DIL X 3,5ML
011518;TRIOXINA 1G INJ IV CX 1FA+DIL X 10ML
011763;VANCOTRAT 500MG CX 1FA
006668;KLARICID UD 500MG CX 10 COMP
003256;COVERSYL 4MG CX 30 COMP
006021;HICONCIL 500MG CX 15 CAP
006020;HICONCIL 500MG CX 30 CAP
010609;SOTACOR 120MG FR 30 COMP
000504;AMBISOME 50MG INJ CX 10 FA
006713;LAC-HYDRIN 12% LO� FR 225G
008091;NEOTIGASON 10MG CX 100 CAP
008092;NEOTIGASON 25MG CX 100 CAP
012262;ZETALERG 10MG CX 6 COMP
012268;ZETITEC CX 20 COMP
012269;ZETITEC XPE FR 120ML
012270;ZETITEC SOL ORAL GTS FR 30ML
004734;EVIPROSTAT 4,8MG CX 120 DRG
006246;IMIGRAN 50MG CX 2 COMP
011756;VALTREX 500MG CX 10 COMP
000572;AMOXI-PED 250MG FR 150ML
000573;AMOXI-PED 500MG FR 150ML
006553;ISOTREX 0,05% GEL BG 30G
007731;MINODERM CX 10 COMP
001231;AURAM 300MG CX 20 COMP
001232;AURAM 600MG CX 20 COMP
005058;FLOGENE 10MG SOL GTS FR 20ML
003013;CO-PRESSOTEC 10+25MG CX 30 COMP
003012;CO-PRESSOTEC 20+12,5MG CX 30 COMP
003068;COLIRIO TEUTO SOL OFT GTS FR 20ML
003785;BROMOPRID 10MG CX 20 COMP
005119;ZOLTREN 150MG CX 1CAP
000177;ADENOCARD 3MG CX 2AMP X 2ML
000178;ADENOCARD 3MG CX 50 AMP X 2ML
003509;DESFRIN SOL NAS SPRAY FR 10ML
004036;DOBTAN 250MG CX 1AMP X 20ML
010625;SPLENDIL 2,5MG CX 20 COMP
002626;CIMETINA 200MG CX 20 COMP
003657;DIASEC 2MG CX 12 COMP
005838;GRIPOMATINE DISPLAY 100 COMP
006012;HERPESIL CREME BG 10G
003476;DERMATOP 2,5MG BG POM DERM 20G
010205;RULID 300MG CX 10 COMP
004553;ERITAX 250MG SUS FR 100ML
006039;HIDRAFIX 90 SOL ORAL FR 250ML
006035;HIDRAFIX SOL ORAL FR 250ML SB FRAMB
006034;HIDRAFIX SOL ORAL FR 250ML SB LARANJA
006037;HIDRAFIX SOL ORAL FR 250ML SB UVA
006738;LAITAN 100MG CX 20 CAP
005758;GLIFAGE 500MG CX 30 COMP
009713;PSIQUIAL 20MG CX 14 COMP
009714;PSIQUIAL 20MG CX 28 COMP
004095;DORICO 750MG CX 20 COMP
004097;DORICO 750MG CX 50 BL X 4 COMP
004098;DORICO 200MG GTS FR 15ML
005946;HELMIBEN NF CX 6 COMP
009547;PRODIL 1MG CX 10 COMP
009548;PRODIL 2MG CX 10 COMP
009549;PRODIL 4MG CX 10 COMP
001566;BERLISON 1% CREME BG 30G
001567;BERLISON 1% POM BG 30G
000200;ADVIL CX 25BL X 4 COMP
000211;AEROLIN SOL NEB NASAL FR 10ML
002807;CLEXANE 60MG INJ CX 2 SER X 0,6ML
002808;CLEXANE 80MG INJ CX 2 SER X 0,8ML
002809;CLEXANE 100MG INJ CX 2SER X 1ML
004305;ELOFURAN 400MG CX 18 CAP
003761;DIFFERIN GEL BG 30G
010350;SECZOL CR VAG BG 35G+7APLIC
010349;SECZOL 7 COMP VAG+7APLIC
001100;ARTROSIL 160MG CX 20 CAP
001101;ARTROSIL 320MG CX 20 CAP
003095;COMBIRON SOL GTS FR 30ML
012054;VITASAY STRESS FR 30 COMP
008136;NEUROLIL 7,5MG CX 20 COMP
002819;CLINAGEL BG 45G
009127;PERMIXON 160MG CX 30 CAP
003859;DIMORF 10MG SOL ORAL FR 60ML
002460;CETONEO 20MG CREME BG 30G
002461;CETONEO SHAMPOO FR 100ML
000553;ASMAPEN 100MG CX 20 COMP
022054;ACICLOVIR 200MG CX 25 COMP
004948;FERROTONICO LIQ FR 400ML
004640;ESTOMAGEL CX 30 COMP
003003;NEO CLOTRIMAZYL CREME BG 50G
001935;CALAMYN LO�AO CREME FR 120ML
001184;ATENEO 50MG CX 24 COMP
008086;NEOSSOLVAN XPE INF FR 120ML
008087;NEOSSOLVAN XPE ADU FR 120ML
007854;MUCOCISTEIN XPE INF FR 100ML
007855;MUCOCISTEIN XPE ADU FR 100ML
001866;BUFFERIN 500MG FR 30 COMP
001868;BUFFERIN 500MG CX 200 COMP
008271;NISULID DISP CX 12 COMP
011667;UNOPROST 4MG CX 20 COMP
011665;UNOPROST 1MG CX 20 COMP
005891;GYNOMAX CREME 35G+7 APLIC
006223;ICADEN SOL FR 30ML
006225;ICADEN SPRAY FR 60ML
006329;INFLAMENE CREME TB 30G
006575;JUMEXIL 10MG CX 30 DRG
010432;SERCERIN 50MG CX 10 COMP
010433;SERCERIN 50MG CX 20 COMP
003551;DEXAGIL INJ 3AMP 1ML-B X 2ML-A
007974;NAUSEDRON 4MG CX 1AMP X 2ML
007975;NAUSEDRON 8MG CX 1AMP X 4ML
007976;NAUSEDRON 8MG FR 10 CAP
012266;ZETIR 10MG GTS FR 10ML
009873;REBONE 300MG CX 30 CAP
001276;AZIMIX 500MG CX 2 COMP
001277;AZIMIX 500MG CX 3 COMP
003076;COLPIST MT CREME BG 40G+10APLIC
011094;TERICIN AT CREME BG 40G+10APL
008148;NEUTROFER 250MG CX 20 FLAC X 5ML
008147;NEUTROFER 500MG FR 30 COMP
013021;ZENALB 20 20% INJ CX 1FA X 50ML+EQUIP
005799;GONAL F 75UI INJ CX 1FA+DIL+SER
005812;GRACIAL CX 22 COMP
001946;CALCIGENOL B12 SUS ORAL FR 300ML
001489;BENEVAT CREME 30G
001490;BENEVAT POMADA 30G
003428;DELTAMITREN 20MG LO�AO FR 100ML
003429;DELTAMITREN 20MG SHAMP FR 100ML
003814;DILACOR 80MG CX 30 COMP
004783;EZOPEN 5% CREME BG 10G
009042;PENICILIN V CX 12 COMP
009473;PRESSOTEC 5MG CX 30 COMP
009474;PRESSOTEC 10MG CX 30 COMP
009475;PRESSOTEC 20MG CX 30 COMP
010394;SELENE CX 21 DRG
002822;CLINDACNE GEL BG 25G
011216;THERACNE SAB GEL ABRASIVO 80G
011217;THERACORT CREME BG 25G
011218;THERACORT UNG BG 25G
011219;THERACORT INJ FA 2ML
011220;THERACORT F CREME BG 25G
011221;THERACORT F UNG BG 25G
011222;THERAPSOR CREME BG 25G
011223;THERAPSOR UNG BG 25G
011224;THERAPSOR CAPILAR FR 25ML
011225;THERASONA CREME BG 25G
011226;THERASONA UNG BG 25G
011227;THERATAR GEL BG 80G
009897;REDOXON 500MG ENV 10 PAST SB TANG S/A�UC
011856;VESANOID 10MG CX 100 CAP
003478;DERMAZINE 1% CREME 400G
003477;DERMAZINE 1% CREME 50G
003467;DERMACERIUM 1% CREME 50G
001579;BESEROL CX 12 COMP
003786;BROMOPRID SOL ORAL 20ML
002066;CAPRIL 12,5MG CX 30 COMP
002065;CAPRIL 12,5MG CX 15 COMP
002067;CAPRIL 25MG CX 15 COMP
004880;FENAFLAN EMULGEL BG 60G
005149;FLUITOSS 250MG XPE AD FR 100ML
005148;FLUITOSS 100MG XPE PED FR 100ML
014779;LINCOMYN 600MG SOL INJ 1AMP X 2ML
014966;CLORTIL 50MG CX 30 COMP
002996;CLORTIL 25MG CX 40 COMP
004158;CLORDOX 100MG CX 15 DRG
014970;ENTEROCID SUS 40ML
014971;FLUXIL 40MG CX 20 COMP
006055;DIURIX 25MG CX 20 COMP
014969;DIURIX 50MG CX 20 COMP
014939;ALDOTENSIN 500MG CX 20 COMP
014940;ALDOTENSIN 250MG CX 20 COMP
014950;ANTITENSIN 40MG CX 40 COMP
014951;ANTITENSIN 80MG CX 20 COMP
012667;NEMOXIL 250MG SUS ORAL FR 60ML
000762;AMPIXIN 500MG CX 6 CAP
002847;CLOFEN S 50MG CX 20 COMP
002842;CLOFEN K 50MG CX 20 COMP
002844;CLOFEN K 75MG INJ CX 3AMP X 3ML
004023;DIURIT 40MG CX 20 COMP
005441;GASTIDIN 200MG CX 20 COMP
007170;ESTOMAVIZ SUS FR 150ML
005681;GINKOBA 40MG CX 30 COMP
003451;DEPO PROVERA 150MG SUS FA 1ML
005682;GINKOBA 80MG CX 30 COMP
011358;TOPAMAX 25MG CX 60 COMP
011359;TOPAMAX 50MG CX 60 COMP
011360;TOPAMAX 100MG CX 60 COMP
000764;AMPIXIN 250MG SUS ORAL FR 60ML
002848;CLOFEN S 75MG INJ CX 5AMP X 3ML
002849;CLOFEN S 75MG INJ CX 50AMP X 3ML
002845;CLOFEN K 75MG INJ CX 50AMP X 3ML
007119;LOXIFLAN 7,5MG CX 10 COMP
001678;BIOPRAZOL 20MG CX 14 CAP
010635;STABLON 12,5MG CX 30 DRG
010341;SECNIZOL 500MG CX 4 COMP
010342;SECNIZOL 500MG CX 8 COMP
010345;SECNIZOL 450MG SUS ORAL FR 15ML
010346;SECNIZOL 900MG SUS ORAL FR 30ML
009753;PYLORID 400MG CX 28 COMP
011022;TECNOFLUT 250MG CX 90 COMP
000967;ANGIPRESS CD 25+12,5MG CX 28 COMP
008130;NEURILAN 3MG CX 20 COMP
008131;NEURILAN 6MG CX 20 COMP
004969;FIBROGAMMIN-P 62,5UI INJ CX 1FA+DIL X 4ML
005759;GLIFAGE 850MG CX 30 COMP
006637;KIADON 80MG CX 20 COMP
007943;NASACORT 55MCG SOL SPRAY FR 16,5ML
010085;RILUTEK 50MG CX 56 COMP
004725;EUTHYROX 50MCG FR 50 COMP
004727;EUTHYROX 100MCG FR 50 COMP
002407;CENTRUM FR 100+FR 30 COMP
001390;BALCOR EV 25MG INJ FA+DIL 5ML
001391;BALCOR EV 50MG INJ FA+DIL 10ML
007039;LONCORD 20MG CX 20 CAP
007040;LONCORD 40MG CX 20 CAP
009609;PRONAZOL 150MG CX 1 CAP
009610;PRONAZOL 150MG CX 2 CAP
009823;AZILIV 150MG CX 10 COMP
009824;AZILIV 300MG CX 8 COMP
005789;GLUTAVIGON FR 50 DRG
007548;PLAMIDASIL CX 20 COMP
007549;PLAMIDASIL SOL GTS FR 10ML
005110;FLUCOLTRIX 150MG CX 1 CAP
008680;OPTAFLAN CX 12 COMP X100MG
001886;BUSONID 100MCG SUS NAS FR 10ML=200DOS
006672;KLISPEL 40MG CX 7 CAP
006671;KLISPEL 20MG CX 7 CAP
006670;KLISPEL 10MG CX 14 CAP
000062;ACIVERAL CREME BG 10G
000586;AMOXITAN 500MG CX 6 CAP
000587;AMOXITAN 500MG CX 12 CAP
001927;SOLARDRIL COMP FR 120ML
002442;KETONAZOL CREME BG 30G
002443;KETONAZOL SHAMP FR 100ML
002441;KETONAZOL CX 10 COMP
003417;DEOTRIN LO� FR 100ML
003419;DEOTRIN SHAMPOO FR 100ML
003418;DEOTRIN SABONETE
003894;ALGIRONA GTS FR 10ML
003893;ALGIRONA 500MG CX 200 COMP
006218;IBUPROFAN 600MG CX 20 COMP
006900;LIDIAL 5% POM BG 25G
007668;GINOTARIN LO� FR 30ML
007669;GINOTARIN PO FR 30G
007667;GINOTARIN CREME BG 28G
008217;FASULIDE 100MG CX 12 COMP
008218;FASULIDE SOL GTS FR 15ML
009159;PIODREX 1% FR 60ML
002981;PROPACOR 40MG CX 20 COMP
002982;PROPACOR 80MG CX 20 COMP
009818;RANIDINA 150MG CX 10 COMP
009819;RANIDINA 300MG CX 8 COMP
011242;TIADOL POM BG 20G
011243;TIADOL SABONETE
012020;VIETA 400MG FR 30 CAP
004055;DONAREN 50MG CX 60 COMP
018116;BENZOL 200MG CX 2 COMP MAST
018229;CINTIDINA 200MG CX 20 COMP
018345;DIGITAX 0,25MG CX 20 COMP
018683;NOVAGREEN 500MG CX 100 COMP
018477;GASTROX 300MG CX 20 COMP
018478;GASTROX 310MG SOL FR 100ML
018518;ISOGREEN 10MG FR 24 COMP
018539;LINDEMICINA 300MG CX 1AMP X 1ML
018540;LINDEMICINA 600MG CX 1AMP X 2ML
018576;MEDAZOL 100MG CX 6 COMP
018577;MEDAZOL 2% SUS 30 ML
018763;PRAMIL 0,4% SOL GTS 10ML
018764;PRAMIL 10MG CX 20 COMP
018661;NEODERMICINA 0,5% POM BG 10G
018036;AEROGREEN 2MG XPE 100ML
018037;AEROGREEN 2MG CX 20 COMP
018038;AEROGREEN 4MG CX 20 COMP
018856;SUAVEDERM POM BG X 45G
018879;TETRACILIL 0,5% OFT BG 3,5G
011690;NITROFEN 100MG CX 24 CAP
006087;HIOSPAN COMPOSTO CX 20 DRG
008219;FASULIDE SUS FR 60ML
008181;NIDAZOLIN CREME TB 40G
002757;CLAMICIN 500MG CX 14 COMP
003359;DAUNOXOME 50MG INJ CX 4 FA
017249;REOPRO 10MG 1 FR X 5ML
001031;APLICAV 5MCG EST 1 SER
001032;APLICAV 10MCG EST 1 SER
001033;APLICAV 20MCG EST 1 SER
014887;TECNOCARB 150MG INJ CX 1FA+DIL
003532;DEXA-CRONOBE CX 3AMP X 1ML+3AMP X 2ML
001743;BONALEN 10MG CX 30 COMP
000567;AMIRETIC 50+5MG CX 30 COMP
006569;ITRAZOL 100MG CX 4 CAP
011937;VISCOTEARS 2MG SOL OFT TB 10G
010052;REVIVAN 200MG SOL INJ 10AMP X 5ML
008207;NIMESILAM 100MG CX 12 COMP
008208;NIMESILAM 50MG GTS FR 15ML
011800;VELAMOX 500MG CX 18 COMP
011803;VELAMOX 250MG SUS ORAL FR 150ML
010328;SECNI PLUS 1000MG CX 2 COMP
010329;SECNI PLUS 1000MG CX 4 COMP
001282;AZITRAX 500MG CX 3 COMP
001284;AZITRAX 600MG SUS ORAL FR 15ML
001283;AZITRAX 900MG SUS ORAL FR 23ML
